id,content,target
499,【冒充淘宝客服】您好，我是淘宝官方客服，您购买的“夏季纯棉连衣裙”因质检发现面料问题，我们将为您全额退款并额外赔偿200元！请点击链接taobao-refund-2025.com填写银行卡号、身份证号和短信验证码，完成退款流程，资金10分钟内到账！,诈骗
500,【火车票】您购买的G1234次列车（5月20日上午10:00，上海虹桥站至北京南站）车票已出票，座位号为03车厢05A（一等座），票价662元。可凭购票时使用的身份证原件进站乘车，如需改签或退票可在发车前30分钟办理，祝您旅途愉快！,非诈骗
501,【投资推荐】内部重磅消息！XX科技股票（代码60xxxx）下周将因重大资产重组停牌，复牌后预计连续涨停！现在买入最低投资1万元，一周收益可达30%以上！添加资深分析师微信xxx456，领取免费操盘策略，名额仅限前50名投资者！,诈骗
502,【社区通知】XX社区将于下周二（5月21日）上午9点至11点开展免费体检活动，针对60岁以上老年居民，体检项目包括血压、血糖、血脂、心电图和腹部B超。有需要的老人可携带身份证到社区居委会登记报名，体检地点为社区卫生服务中心，空腹前往更佳，谢谢！,非诈骗
503,【快递理赔】您的圆通快递（单号YT1234567890）在运输途中因车辆事故丢失，我们将为您全额理赔300元商品费+50元运费！请点击链接kuaidi-claim-2025.com输入银行卡号和短信验证码，理赔金立即到账，如需查询进度可致电客服134xxxxxxx！,诈骗
504,【XX餐厅】尊敬的顾客，您昨晚在本店的消费（订单号87654321）可参与“幸运大转盘”抽奖活动，一等奖为500元代金券，二等奖为双人套餐一份，三等奖为饮品一杯。凭消费小票到前台参与，抽奖时间截止到本月底，欢迎您再次光临！,非诈骗
505,【冒充公检法】您的护照涉嫌非法出入境活动，已被海关总署扣留并移交国际刑警组织调查！请立即联系李警官137xxxxxxx，缴纳1万元出入境保证金可解除扣留，否则将限制您出境并追究刑事责任，切勿延误！,诈骗
506,【联通提醒】您的手机号（尾号7890）余额仅剩8.5元，为避免停机影响使用，建议您及时充值。现在通过联通APP充值50元赠送5元话费，充值100元赠送15元话费，还可参与“充话费抽手机”活动，详询10010！,非诈骗
507,【中奖通知】您的手机号被选为XX电商平台2025年“幸运用户”，获得iPhone15 Pro手机一部（价值9999元）！请联系兑奖客服136xxxxxxx，提供收货地址和500元税费即可发货，发货后可实时追踪物流，领奖截止到明日中午12点！,诈骗
508,【幼儿园】各位家长，下周四（5月22日）幼儿园将举办“亲子手工DIY”主题活动，时间为上午9点至11点。请每位家长准备彩纸、安全剪刀、胶水、废旧纸盒等材料，和孩子一起制作手工作品，活动结束后将评选优秀作品并颁发小奖品，期待您的参与！,非诈骗
509,【网贷催收】您在XX网贷平台的贷款已逾期3天，欠款金额5000元+逾期费150元！现通知您立即通过链接loan-pay-2025.com还款，否则将联系您的家人、朋友及工作单位，并上报央行征信系统影响您的信用记录，后果自负！,诈骗
510,【电信营业厅】尊敬的客户，您可免费升级5G畅享套餐，升级后每月流量从20GB增加到30GB，语音通话从100分钟增加到200分钟，还可免费体验5G网络服务12个月。回复“是”即可办理，无需额外费用，套餐有效期2年，如需了解详情可致电10000！,非诈骗
511,【兼职招聘】招聘网络客服人员，每天工作2-3小时，月薪3000-5000元，要求会使用微信和办公软件，无需工作经验！入职前需缴纳300元培训费（含资料费+岗前培训），培训合格后立即上岗，工作内容轻松简单，有意者添加QQxxx789咨询！,诈骗
512,【电影院】您购买的《流浪地球3》电影票（5月20日晚7点，XX影院5号厅）已出票，座位号为10排12座和10排13座，票价合计88元。凭取票码12345678到自助取票机取票，观影期间可凭票根到小卖部领取爆米花一份，祝您观影愉快！,非诈骗
513,【冒充银行】您的建设银行账户（尾号5678）因系统检测到异常登录，已临时限制交易！请拨打银行紧急客服热线400-xxxx-xxx，提供身份证号、银行卡密码和短信验证码完成账户解锁，否则24小时后将永久冻结！,诈骗
514,【XX花店】您预订的生日花束已制作完成，包含红玫瑰19朵、白色满天星点缀、尤加利叶配叶，搭配粉色包装纸和丝带，卡片祝福语为“生日快乐，天天开心”。将于明天下午3点送达您指定的地址XX路XX号XX大厦2001室，如有特殊要求请提前联系我们！,非诈骗
515,【数字货币投资】现在投资比特币云挖矿项目，一台矿机每天收益500元，投资10台矿机月入15000元！平台提供托管服务无需亲自操作，投资周期3个月，到期返还本金+收益，年化收益高达300%！添加客服QQxxx012，了解详细投资方案，名额有限！,诈骗
516,【图书馆】您借阅的《平凡的世界》（上中下三册）已超期3天，需缴纳0.3元/天/册的滞纳金，共计2.7元。请尽快到馆办理归还或续借手续，续借可延长借阅30天，您也可通过图书馆APP在线续借，谢谢配合！,非诈骗
517,【医保通知】您的医保个人账户可领取2025年医保补贴200元！请点击链接yibao-subsidy-check.com输入医保卡号、身份证号和银行卡号完成领取，补贴将在24小时内到账，逾期未领取将自动作废，赶紧办理吧！,诈骗
518,【XX洗车店】尊敬的会员，您的洗车卡还有5次使用次数，将于5月31日到期。如需延期可到店办理，延期费用10元/月，延期3个月赠送1次免费洗车，延期6个月赠送2次免费打蜡。本店近期推出汽车内饰清洁套餐，原价200元现价150元，欢迎体验！,非诈骗
519,【冒充老师】家长您好，我是孩子的班主任张老师，学校现在统一购买2025年新版辅导资料，每套包含语文、数学、英语三科，定价150元。请您将费用转到我的微信（微信号xxx345）或支付宝账号，今天下午5点前交齐，方便学校统一采购，谢谢！,诈骗
520,【航空公司】您预订的CA1234次航班（5月22日下午2点，北京首都机场到广州白云机场）已确认，托运行李额度20kg，手提行李额度5kg，机型为空客A330。您可提前24小时通过航空公司APP在线值机选座，如需改签可联系客服95583，祝您旅途顺利！,非诈骗
521,【收藏投资】XX纪念币将于5月20日正式发行，主题为“中国航天事业60周年”，限量发行1000套，每套售价5000元。该纪念币由中国人民银行发行，材质为纯银，预计一年内升值30%以上！添加客服微信xxx678，抢先预订，先到先得！,诈骗
522,【XX宠物店】您寄养的金毛犬“旺财”状态良好，每天按时喂食两次（皇家狗粮）、遛弯三次，已完成本月疫苗接种，毛发也已修剪。您可随时来店接犬，如需继续寄养请提前告知，寄养费每天50元（含狗粮+护理），感谢您的信任！,非诈骗
523,【冒充快递员】您好，我是顺丰快递员，您的包裹已放在小区丰巢柜，但系统故障无法发送取件码。您可点击链接fengchao-code-2025.com输入手机号获取取件码，或直接联系我132xxxxxxx，谢谢配合！,诈骗
524,【XX蛋糕店】您预订的生日蛋糕已制作完成，口味为巧克力慕斯+草莓夹心，尺寸10寸，装饰有新鲜草莓、蓝莓和巧克力摆件，蛋糕上的祝福语为“祝李女士30岁生日快乐”。将于明天下午3点送达XX酒店宴会厅，如需调整时间请提前联系！,非诈骗
525,【高息理财】XX金融平台推出“稳赚宝”理财产品，年化收益20%，保本保息，最低投资5000元，投资周期3个月，到期一次性还本付息！平台受银保监会监管，资金安全有保障，现在投资还赠送100元购物卡！点击链接finance-safe.com立即投资，名额有限！,诈骗
526,【小区团购】本周小区团购新鲜蔬菜和水果，蔬菜包含西红柿（3元/斤）、黄瓜（2.5元/斤）、茄子（2元/斤）、菠菜（4元/斤），水果包含烟台苹果（5元/斤）、海南香蕉（3元/斤）。明天上午10点到货，需要的邻居请在群里接龙“姓名+蔬菜/水果+数量”，到货后到小区东门领取！,非诈骗
527,【建设银行】您的信用卡在境外消费12800元，如非本人操作请立即致电95533，我们将为您冻结卡片。请勿向任何人泄露短信验证码。本行不会以任何理由要求您转账。如有疑问请前往就近网点咨询。为保障资金安全，建议定期修改密码。,非诈骗
528,紧急通知！我司检测到您的支付宝账户存在异常登录行为，已被临时锁定。请于今日下午6点前登录ant-safety-verify.com完成人脸识别验证，逾期账户将被永久冻结。验证过程中需要您提供身份证号、银行卡信息及手机验证码。我司承诺严格保护您的个人信息安全。如有疑问请联系官方客服95188。,诈骗
529,【清华大学研究生院】您好，您报考的2025级计算机科学与技术专业博士研究生，现已通过初审。请携带相关证明材料于12月25日上午9:00-11:00到FIT楼3-521办公室进行复试资格审查。材料清单已发送至您的报名邮箱。联系人王老师，电话010-62784879。,非诈骗
530,【蚂蚁金融】您的花呗额度已提升至80000元，月利率低至0.5%，可分24期还款。现申请即送500元还款优惠券。请添加客服微信myjr888办理，或通过链接alipay-credit.com申请。需提供工作证明和收入流水。审核通过后2小时内到账。本活动仅限受邀用户参与。,诈骗
531,【欧美同学会】尊敬的海归人才，北京市朝阳区高层次人才引进计划启动，提供住房补贴、子女入学等优惠政策。符合条件者可获50-200万元安家费。详情请登录朝阳区政府官网或致电人才办010-65094883咨询。申报材料截止至12月31日。,非诈骗
532,【抖音商城】您购买的华为Mate60Pro已发货，顺丰快递单号SF1234567890，预计3日内送达。商品价值6999元已支付，支持7天无理由退货。您可通过抖音APP查看物流详情。如非本人购买请立即致电400-000-0000。收货请当面验机。,非诈骗
533,【平安普惠】系统显示您有198000元贷款额度待激活，日息万分之二，随借随还无手续费。请下载平安普惠APP或联系客服400-888-8888办理。申请需验证身份信息和银行卡，放款最快30分钟。请警惕假冒客服，认准官方渠道。本服务由平安银行提供。,诈骗
534,【链家地产】您关注的朝阳区望京新城三居室房源，面积128平米，报价850万，现已降价至820万。该房源满五唯一，近地铁14号线。看房请联系经纪人张明13801020304。近期成交量回升，建议尽快决策。更多房源请登录链家APP查看。,非诈骗
535,【公安部反诈中心】紧急预警：近期冒充公检法诈骗高发，诈骗分子以洗黑钱、信用卡透支等为由要求转账。警方提醒：公检法机关不会通过电话办案，更不会要求转账到安全账户。如遇此类情况请立即挂断并拨打110报警。请提高警惕，守护财产安全。,非诈骗
536,【招商银行】您的信用卡在上海市新世界百货消费5880元，如非本人操作请立即致电95555办理挂失。我行将为您冻结卡片并补发新卡。请勿相信任何索要验证码的电话或短信。正规银行客服不会询问您的密码。建议您开启交易提醒功能。,非诈骗
537,【淘宝客服】亲，您购买的商品因仓库失火被损毁，现为您办理退款并赔偿订单金额的300%。请登录tb-refund-center.com填写银行卡信息接收赔款。需先缴纳保证金2000元，赔款到账后立即退还。处理时效2小时，超时自动关闭。客服电话400-000-8888。,诈骗
538,【微信支付】您的小店收款码已升级，提现手续费率从0.6%降至0.3%，单笔最高可提现50000元。请登录wechat-pay-merchant.com完成认证。需缴纳认证费999元，认证成功返还1500元推广费。活动仅限今日，名额仅剩500个。客服微信wxzf001。,诈骗
539,【动因体育】家长您好，您为孩子报名的寒假篮球训练营已确认，1月15日开班，共10次课，费用2980元已收。训练地点朝阳区体育中心篮球馆，时间每周三、五18:00-20:00。教练为国家一级运动员。请假需提前24小时。咨询电话400-890-7890。,非诈骗
540,【顺丰速运】您的快件已到达北京朝阳营业点，因疫情管控无法派送，需支付消杀费用50元。请添加快递小哥微信sf-express-001转账，安排优先派送。包裹内有重要文件，3天内无人领取将退回。运单号SF9876543210。,诈骗
541,【中央企业】中国烟草总公司2025年公开招聘，提供北京户口和编制，月薪15000-25000元。要求本科及以上学历，专业不限。需缴纳报名费800元和体检保证金2000元。入职后全额退还。联系人事部张主任010-12345678，微信zyc_hr2024。,诈骗
542,【中国电信】您的手机号码积分即将清零，现有积分可兑换iPhone15手机一部。请登录189-integral.com兑换，需支付运费和税费共399元。兑换成功后7个工作日内发货。客服电话400-818-8888。积分年底清零，请尽快使用。,诈骗
543,【去哪儿网】您预订的2025年1月1日北京-三亚往返机票已出票，订单号QNR2024001，总价4560元。航班CA1801/CA1802，请提前2小时到机场办理值机。退改签规则见订单详情。客服电话400-888-0000。祝您旅途愉快！,非诈骗
544,【今日头条】您已成为我的高频互动用户，现需缴纳网络内容审查费800元/年。请添加客服微信jrtt-service转账，否则账号将被限制互动功能。缴费后获得蓝V认证标识，享受更多特权。本费用由网络安全法规定，所有用户均需缴纳。,诈骗
545,【小红书】恭喜您被选为品牌合作人，可接单赚取佣金。需缴纳保证金5000元并签订合同，保证完成任务后返还。请转账至对公账户并截图发送给商务对接人。月入可达2-10万元。品牌包括雅诗兰黛、兰蔻等大牌。名额有限，仅限今日。,诈骗
546,【北京大学人民医院】您的胃镜检查预约已成功，时间为12月8日上午9:00，地点门诊楼4层内镜中心。检查前需禁食8小时，停用抗凝药物3天。检查费560元已缴。请携带医保卡和就诊卡。迟到30分钟需重新预约。咨询电话010-88326666。,非诈骗
547,【东方财富】内幕消息：特斯拉将于下周宣布重大合作，股价预计上涨300%。现提供内部建仓机会，加入微信群获取每日牛股。需缴纳会员费3888元/季度，保证月收益50%以上。已有8000名会员受益。老师微信dfcf888，非诚勿扰。,诈骗
548,【中国石油】您的油卡积分可兑换价值3000元加油券，请登录cnpc-card.cn兑换。需缴纳激活费299元，激活后积分永久有效。上不封顶，可多次兑换。客服电话400-888-6666。本活动不与加油站其他优惠同享。,诈骗
549,【北京市税务局】您2023年度个人所得税汇算清缴已完成，退税金额3856元已退回至您绑定的银行卡。完税证明可在个人所得税APP下载。如有疑问请致电12366或前往办税服务厅咨询。请勿轻信退税诈骗电话。,非诈骗
550,【王者荣耀】您的账号因使用外挂被检测到，将被永久封号。可缴纳3000元罚款解封，添加客服QQ783792782办理。提供解封保证书，不成功全额退款。我们查询到您是初犯可减免至2000元。请2小时内处理，超时删除账号数据。,诈骗
551,【阳光保险】您的车险即将到期，现续保送500元油卡和价值800元保养套餐。请将保费6800元转至保险代理人账户，次日生效。提供电子保单和纸质保单。脱保将无法享受折扣。联系人赵经理13766669999，工号YG6666。,诈骗
552,【清华大学图书馆】您借阅的《深度学习入门》即将到期，归还日期12月15日。可续借一次，期限30天。逾期每天罚款0.5元。可通过图书馆网站或微信公众号办理续借。闭馆期间可投入还书箱。咨询电话010-62784678。,非诈骗
553,【微粒贷】您有158000元借款额度已激活，日利率0.03%，可借12期。添加客服微信wld-003办理，凭本短信可免首月利息。审核仅需身份证和银行卡，放款最快20分钟。请认准官方客服，警惕假冒。,诈骗
554,【中国海关】您的国际包裹（单号EE123456789CN）已清关，内件申报为服装，价值200美元，需缴纳行邮税120元。请登录官方APP申报海淘或微信关注"中国海关"缴纳。不提供任何个人账户收款。咨询电话12360。,非诈骗
555,【搜狐视频】您已成为月度会员，自动续费29元/月已扣除。可观看海量VIP内容，无广告高清播放。如需取消请登录账号设置。年卡优惠168元。客服电话400-810-0900。感谢您支持正版内容。,非诈骗
556,【完美世界】您的游戏账户涉嫌非法交易游戏币，将被冻结72小时。如需提前解冻需缴纳保证金1000元，添加客服微信号wmsj-service处理。解冻后全额退还。我们承诺保护您的虚拟财产安全。,诈骗
557,【智联招聘】北京字节跳动科技有限公司已查看您的简历并有意向，提供月薪25000-35000元高级Java工程师岗位。要求先缴纳8000元培训费，培训1个月后包入职。联系人HR张女士18600001111，微信zhaopin888。,诈骗
558,【中国电信】您的宽带服务新装已完成，速率1000M，月费199元，安装费100元已免除。光猫押金200元将在退网时返还。请妥善保管设备。测速不达标可报修。客服热线10000转人工服务。,非诈骗
559,【世纪佳缘】您已成为我们的VIP会员，现为您推荐优质对象。需缴纳8000元服务费可安排见面，成功后退还50%。对方条件优越，硕士学历，年薪百万。红娘李老师13877778888，已匹配成功3000对。,诈骗
560,【中国红十字会】感谢您的爱心捐款500元，捐款编号20241201001，已用于山区儿童营养餐项目。捐赠证书将邮寄至您的地址。您可登录官网查询捐款使用明细。再次感谢您的善举！,非诈骗
561,【猫眼电影】您以138元购买《阿凡达3》IMAX电影票2张，座位号6排8座、9座，观影时间12月8日19:30，地点朝阳区万象城CGV影院。请提前30分钟取票。退票需收取10%手续费。客服1010-5335。,非诈骗
562,【智联招聘】您好，您的简历已通过阿里巴巴初步筛选，现邀请您参加视频面试。面试时间12月10日10:00，视频链接稍后发送。请准备技术问题及项目介绍。全程不收取任何费用。招聘专用邮箱careers@alibaba-inc.com。,非诈骗
563,【华图教育】您报考的国家公务员考试将于12月3日举行，准考证打印时间11月25日-12月2日。考点在北京市第六十六中学，请提前熟悉路线。考试需携带身份证、准考证、2B铅笔。模拟冲刺班火热报名中，费用8800元，包过线。,诈骗
564,【国家税务总局】2024年度个税专项附加扣除信息确认已开始，请在12月31日前登录个人所得税APP确认。未及时确认将影响明年减税。操作方法见国家税务总局官网。咨询电话12366。请勿相信代办退税收取费用的信息。,非诈骗
565,【安居客】您订阅的朝阳区望京地区租房信息有更新，新增3套房源，价格4500-6000元/月。近地铁精装次卧，可随时入住。经纪人小刘13611223344。为避免中介费，可直接联系房东。更多房源请登录APP查看。,非诈骗
566,【中国联通】您的手机套餐内含的500分钟通话已用完，超出部分按0.15元/分钟计费。建议您升级至99元套餐含1000分钟。回复TD退订升级提醒。官方充值渠道10010.com。客服热线10010。,非诈骗
567,【珍爱网】您已成为我们的钻石会员，征婚成功率提升90%。需缴纳12800元年费可无限次约会，不成功全额退款。我们拥有500万优质会员。情感导师陈老师13999998888，一对一服务，已帮助8000人脱单。,诈骗
568,【携程旅行】您预订的三亚亚特兰蒂斯酒店海景房，1月1日-1月4日，3晚总价6800元已确认。订单号CTR2024001。酒店地址海棠北路36号，电话0898-88615555。可免费取消至12月25日。接送机服务需提前预约。,非诈骗
569,【社保局】您的企业社保账户本月应缴金额已更新，养老、医疗、失业三险合计缴费基数15000元，个人部分1500元，单位部分3500元。请在15日前完成扣缴。未按时缴纳将影响员工医保使用。咨询电话12333。,非诈骗
570,【学而思】家长您好，您孩子在数学竞赛中获一等奖，可保送入重点中学。需缴纳30000元赞助费和5000元手续费，不成功全额退款。名额有限，仅5个。联系人刘老师13866667777，微信xxs-zhaosheng。已帮助200名学生保送。,诈骗
571,【中国人民银行】个人征信中心提醒您：个人征信报告查询需在官网或指定网点，每年2次免费。不要点击陌生链接查询，防止信息泄露。正规渠道不收取任何费用。警惕征信修复骗局。咨询电话400-810-8866。,非诈骗
572,【拼多多】您参与砍价活动，已砍至99.9%，最后0.1%需要50个新用户助力或购买加速包。加速包30元/个，保证成功。已有10万人提现。活动真实有效，客服可视频见证。加微信pdd-help888咨询。,诈骗
573,【中国农业银行】尊敬的客户，您尾号6666的账户12月2日16:45向陌生账户转账18500元，疑似诈骗。我行已拦截交易，请立即致电95599核实。切勿给陌生人转账。警方提醒：公检法不会要求转账到安全账户。,非诈骗
574,【飞猪旅行】您已成功预约故宫门票3张，参观日期12月8日，时段9:00-11:00，订单号FLT2024001。请携带身份证原件从午门入场。退改规则：提前1天可免费取消。景区电话010-85007421。,非诈骗
575,【大智慧】A股即将暴涨，主力建仓信号明显。加入我们的VIP群，每日推荐涨停股，保证月收益80%以上。老师有20年操盘经验，内部消息可靠。会员费6888元/季度，第一批会员已全部盈利。微信dzh888888。,诈骗
576,【北京市公安局】您的出入境证件办理进度更新：护照已制证完成，预计3个工作日内寄出。快递单号将在寄出后短信通知。请保持手机畅通。如有疑问可致电010-84020101查询。请勿相信收费加急取证的诈骗信息。,非诈骗
577,【BOSS直聘】北京美团公司邀请您参加面试，岗位为高级算法工程师，月薪35K-45K。面试时间12月12日14:00，地点望京美团总部。请携带简历和身份证。面试不收取任何费用。HR联系方式jobs@meituan.com。,非诈骗
578,【中国电信】您的手机号码存在异常国际漫游，已产生费用2580元。请立即拨打国际业务专线400-888-0000处理，否则将继续扣费。处理需提供身份证号和服务密码。本服务24小时人工接听。,诈骗
579,【华夏基金】您申购的华夏沪深300ETF联接A基金已确认，金额50000元，确认份额45258份，净值1.1050元。交易确认单已发至您的邮箱。风险提示：基金有风险，投资需谨慎。客服电话400-818-6666。,非诈骗
580,【掌阅】您的会员自动续费19元/月已成功，可享受全站图书免费读。赠好友月卡活动进行中，分享可得7天会员。如需取消续费请在设置中操作。客服电话400-008-8008。感谢您的支持。,非诈骗
581,【世纪佳缘】您已成为我们的尊贵会员，现为您推荐优质对象。对方为海归博士，年薪80万，有房有车。需缴纳10000元服务费可安排见面，成功后退还60%。红娘王老师13877778888，已促成5000对良缘。,诈骗
582,【北京市交通委员会】您的ETC卡已成功充值1000元，可用于高速通行费。当前余额1560元。发票可在票根APP开具。请勿点击陌生链接充值。ETC客服热线95022。,非诈骗
583,【Soul社交】您已成为平台VIP，解锁全部社交特权。现在续费年卡只需888元，并赠送价值500元虚拟礼物。添加客服微信soul-service办理，可获得专属红娘服务。已帮助3万用户找到真爱。,诈骗
584,【中国邮政】您的录取通知书EMS快件已寄出，单号EA123456789CN，预计2日内送达。请保持手机畅通签收。内件重要，请勿转寄。查询电话11183。,非诈骗
585,【美团单车】您购买的30天骑行卡已生效，每日前2小时免费。可在北京市内任意美团单车使用。退改规则见购买协议。客服电话400-890-8900。文明骑行，规范停放。,非诈骗
586,【BOSS直聘】上海阿里巴巴钉钉事业部诚邀您加入，职级P7，年薪60万+股票。需先缴纳20000元技术培训费，培训3个月后包入职。联系人HR李女士13900002222，微信alibaba-hr888。不成功全额退款。,诈骗
587,【北京市气象局】寒潮蓝色预警：预计12月5-7日气温下降8-10℃，最低气温-5℃。请注意保暖，预防感冒。燃煤取暖注意通风，防止一氧化碳中毒。,非诈骗
588,【瑞幸咖啡】您已成为我们的黑金会员，享全场7折优惠。现推出会员储值活动，充1000送500。请转账至店长个人账户，即时到账。另有咖啡机租赁业务，押金5000元。联系人陈店长13844445555。,诈骗
589,"【水滴筹】您发起的筹款项目已审核通过，目标金额20万元用于白血病治疗。已筹金额158,600元，可立即提现。提现需缴纳手续费2000元，到账时间2小时。筹款顾问微信sdkf003。",诈骗
590,【滴滴出行】您尾号8888的车主账户已收到12月1日乘客支付的车费128元，平台抽成25%，实际到账96元。提现需1-2个工作日。请保持良好服务。车主客服400-000-0999。,非诈骗
591,【华图教育】您报考的教师资格证面试培训协议班，费用19800元，不过包退。需额外缴纳5000元保过费，可内部操作保证通过。不过线全额退款。联系人张老师13788889999，微信htjiaoshi。内部渠道，名额有限。,诈骗
592,【北京市公安局朝阳分局】您的无犯罪记录证明已办理完成，可持本人身份证到分局户政大厅领取。代办需委托书。咨询电话010-85953400。办理过程不收取任何费用。,非诈骗
593,【Boss直聘】深圳腾讯计算机系统有限公司诚聘高级产品经理，月薪40K-60K。要求先交15000元背景调查费，入职后报销。HR胡小姐0755-86013388。提供腾讯工牌和录用通知样本。,诈骗
594,【快手】您的账号已成为平台重点扶持对象，可参与流量分成计划。需缴纳3000元签约费并签订合同，保证每月最低收入5000元。联系官方运营经理微信ks-yunying。提供分成明细和成功案例。,诈骗
595,【中国工商银行】您尾号9999的账户理财产品于12月2日到期，本金50000元及收益2150元已到账。产品名称为工银理财·添利宝。详情登录手机银行查看。理财有风险，投资需谨慎。,非诈骗
596,【同花顺】A股即将爆发大行情，我们内部群提供每日黑马股，月收益保证100%。加入需缴纳8888元年费，老师20年从业经验。微信ths666888。第一批会员已翻倍，名额仅剩20个。,诈骗
597,【北京协和医院】您的专家门诊预约成功，科室心内科，医生张教授，时间12月9日8:00-8:30，序号5号。挂号费100元已缴。请提前30分钟到自助机取号。就诊地点东院区门诊楼2层。,非诈骗
598,【中国邮政储蓄银行】您申请的信用卡已获批，额度50000元。请将制卡费200元和快递费50元转至指定账户，卡片3日内寄出。额度可临时提升至80000元。客服电话400-889-9999转信用卡中心。,诈骗
599,【贝壳找房】您关注的朝阳区棕榈泉国际公寓有新增房源，165平米三居室，报价1200万，精装修。业主急售可小刀。看房请联系责任盘经纪人李刚13911667788。房源真实有效，支持验房。,非诈骗
600,【56视频】您已成为我的年度VIP会员，需缴纳会员费1200元/年。请添加客服微信wsp-vip办理，否则将限制观看高清视频。缴费后享全网免广告特权。本服务由互联网视听节目管理规定要求。,诈骗
601,【北京移动】您的副卡已成功办理，号码13800138001，共享主卡套餐内容。首月功能费10元已减免。副卡可独立使用，账单合并至主卡。客服热线10086。,非诈骗
602,【珍爱网】您已成为我们的终身会员，征婚成功率98%。需缴纳20000元服务费可无限次约会，介绍亿万富翁或上市公司高管。情感导师张老师13999997777，一对一私密服务。不成功双倍退款。,诈骗
603,【国家反诈中心】提醒：近期"杀猪盘"、刷单返利、虚假投资理财等诈骗高发，请提高警惕。任何要求先转账的都是诈骗。请下载国家反诈中心APP，开启来电预警。报警请拨110，咨询电话96110。,非诈骗
604,【陌陌】恭喜您被选为平台形象大使，可获推广费10万元。需先缴纳形象包装费5000元，签约后每月保底收入3万元。请添加官方经纪人微信momo-agent。提供成功案例和合同模板。名额仅剩10个。,诈骗
605,【顺丰速运】您的包裹已到达北京通州网点，因包装破损需支付80元重新包装费。请添加快递员微信sf-courier001转账，安排优先派送。包裹价值5000元，3天未处理将退回。运单号SF1122334455。,诈骗
606,【北京市社保中心】您的社保缴费记录显示已连续缴纳60个月，满足购房资格审核要求。可登录北京市社保网上服务平台查询证明。咨询电话12333。社保记录不可伪造，请勿相信代办收费服务。,非诈骗
607,【虎牙直播】恭喜您中奖！获得主播送出价值20000元游戏装备。需缴纳关税4000元，联系客服YY888888领取。提供中奖视频和截图。24小时内有效，超时奖品作废。主播为官方认证大V，信誉保证。,诈骗
608,【BOSS直聘】杭州蚂蚁金服集团诚邀您入职，职级P8，年薪百万+期权。需缴纳30000元入职保证金，转正后退还。联系人蚂蚁HR总监微信ant-hr888。提供阿里工牌和录用邮件截图。,诈骗
609,【北京住房公积金管理中心】您申请的个人住房贷款已审批通过，金额120万元，期限30年，利率3.1%。请携带相关材料到指定银行办理抵押手续。请勿向任何人支付贷款手续费。咨询电话12329。,非诈骗
610,【企查查】您已成为我的VIP会员，企业查询无限制。年费3600元今日到期，请续费至指定账户。否则查询功能将受限。续费享8折优惠。客服微信qcc-vip001。发票可开具。,诈骗
611,【国家电网】您户号123456已欠费980元，2小时后强制停电。请立即缴纳，可享98折优惠。缴费请添加电工微信gddfx001，支持支付宝、微信。欠费影响征信。紧急服务热线95598。,诈骗
612,"【北京大学第一医院】您的核磁共振检查预约成功，时间12月10日14:00，检查费850元已缴。请提前30分钟到放射科登记。体内有金属植入物请提前告知。检查时长约30分钟。,非诈骗
87,【BOSS直聘】广州拼多多招聘高级算法专家，月薪50K-70K。需先交25000元背景调查和技术认证费。HR总监微信pdd-hr666。提供内部推荐机会，直推黄峥面试。不成功全额退款。""",诈骗
613,【陌陌】您的账号因发布违规内容被封禁，可缴纳2000元解封费恢复。添加客服微信momo-kefu001办理。解封后赠送5000陌陌币。我们检测到您是误封，优先处理。24小时内解封，超时永久封号。,诈骗
614,【北京市公安局】您的居住证制证完成，可持受理回执到派出所领取。领取时间周一至周五9:00-17:00。代办需委托书。咨询电话010-87690110。办理过程无任何费用。,非诈骗
615,【搜狐新闻】您已成为我的付费专栏作者，稿费10000元/月。需缴纳平台管理费3000元，签约后立即支付首月稿费。请添加编辑微信sohu-editor001。提供合同和作者认证。已有500名作者获益。,诈骗
616,【元气森林】您已成为我的金牌会员，本月消费积分已到账。新品气泡水买一送一活动进行中，仅限会员。积分可兑换周边商品。客服电话400-921-6655。,非诈骗
617,【虎牙直播】您已成为我的公会主播，可参与流量分成。需缴纳公会入驻费5000元，签约后保底月薪8000元。添加公会运营微信huya-001办理。提供直播教程和流量扶持。已有3000名主播入驻。,诈骗
618,【北京燃气集团】您的燃气账单已生成，用气量45立方米，金额126元，缴费截止12月20日。您可通过支付宝、微信或银行代缴。上门检查不收费。客服热线96777。,非诈骗
619,【小红书】您已成为我的品牌合作MCN机构，可接广告订单。需缴纳20000元入驻保证金，每单分成70%。添加商务微信xhs-mcn888。提供品牌资源和合同保障。年流水可达500万。,诈骗
620,【小米之家】您购买的小米14Pro手机已到货，购买价4999元，可到朝阳区大悦城店自提。限时优惠已生效。支持7天无理由退货。客服电话400-100-5678。,非诈骗
621,【36氪】您已成为我的付费会员，可阅读全文。年费1800元今日到期，请续费。否则阅读权限将受限。续费享7折优惠。客服微信36kr-vip。提供创业资讯和深度报告。,诈骗
622,【Soul社交】您已成为我的语音主播，可参与聊天室分成。需缴纳认证费1500元，认证后日收入可达500元。添加运营微信soul-001办理。提供话术培训和流量推荐。已有2万主播月入过万。,诈骗
623,【北京公交集团】您使用的市政交通一卡通余额不足20元，请及时充值。地铁公交均可使用。退卡退资需到指定网点办理。客服热线96066。,非诈骗
